file,source_kind,records_sampled,field_count,score,matched_fields
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_092617\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_093534\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_093534\checks\path_audit\legacy_path_hits.csv,csv,11,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_093534\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_093534\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_094154\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_094154\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_094154\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_094154\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_095503\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_095503\patch_spec.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_100012\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_100012\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_100012\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_100012\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_100012\patch_spec.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102023\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102023\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102023\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102023\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102023\patch_spec.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102227\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102227\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102227\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102227\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102227\patch_spec.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102537\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102537\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102537\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102537\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_102537\patch_spec.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103132\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103132\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103132\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103132\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103132\patch_spec.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103415\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103415\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103415\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103415\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103415\patch_spec.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103522\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103522\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103522\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103522\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103522\patch_spec.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103604\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103604\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103604\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103604\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103604\patch_spec.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103716\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103716\checks\path_audit\literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103716\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103716\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_103716\patch_spec.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCHSPEC_V1_REAL_SAFE_20260307_095503\PATCHSPEC_V1_REAL_SAFE_20260307_095503.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCHSPEC_V2_1_WRAPPER_GUARD_AUDIT_SAFE_20260307_102227\PATCHSPEC_V2_1_WRAPPER_GUARD_AUDIT_SAFE_20260307_102227.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCHSPEC_V2_WRAPPER_GUARD_AUDIT_20260307_102023\PATCHSPEC_V2_WRAPPER_GUARD_AUDIT_20260307_102023.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCHSPEC_V3_WRAPPER_GUARD_STATUS_20260307_102537\PATCHSPEC_V3_WRAPPER_GUARD_STATUS_20260307_102537.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\before_scan.csv,csv,10,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\manifest.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\remediation_results.csv,csv,10,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\residual_hits.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\TARGETED_LEGACY_CANON_REMEDIATION_20260307_093534\tx_init.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PLAN_PIPELINE_AUDIT_V1_20260306_100145\meta_tail_2000.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PLAN_WRITER_CODE_AUDIT_V1_20260306_090757\plan_writer_hits.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PORTFOLIO_RISK_GOVERNOR_V1_20260303_174847\portfolio_risk_config.json,json,1,7,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PORTFOLIO_RISK_GOVERNOR_V1_20260303_174847\portfolio_risk_report.json,json,1,10,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\RECOVER_ENTRY_AUTO_20260303_154151\score_report.csv,csv,6,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\RECOVER_ENTRY_STRICT_20260303_154252\score_report.csv,csv,6,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\REGIME_ENGINE_V1_20260303_175451\regime_allowlist.json,json,1,3,2,"regime,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\REGIME_ENGINE_V1_20260303_175451\regime_config.json,json,1,13,1,symbol
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\REGIME_ENGINE_V1_20260303_175451\regime_report.json,json,1,6,2,"regime,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROLLBACK_BASELINE_AND_DISABLE_FREEZESUPPORT_V1_20260305_221625\tbot_main_processes_after_test.csv,csv,2,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROOTCAUSE_TRACE_BUNDLE_V1_20260305_111314\_stage\audit\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROOTCAUSE_TRACE_BUNDLE_V1_20260305_111314\_stage\audit\sitecustomize_loaded.jsonl,jsonl,6,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROOTCAUSE_TRACE_BUNDLE_V1_20260305_111314\audit\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROOTCAUSE_TRACE_BUNDLE_V1_20260305_111314\audit\sitecustomize_loaded.jsonl,jsonl,6,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROTATION_ENGINE_20260303_183435\rotation_config.json,json,1,9,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROTATION_ENGINE_20260303_183435\rotation_enabled_sids.json,json,1,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROTATION_ENGINE_20260303_183435\rotation_history.jsonl,jsonl,1,9,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROTATION_ENGINE_20260303_183435\rotation_report.json,json,1,9,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\ROTATION_ENGINE_20260303_183435\rotation_state.json,json,1,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SELF_SPAWN_CALLSITE_FORENSIC_V1_20260305_221830\code_inventory.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SELF_SPAWN_ROOTCAUSE_STATIC_V2_20260305_230536\code_inventory.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SHADOW_SI_CONCURRENCY_V3_20260303_142923\audit\logs_tail\meta_engine.jsonl,jsonl,5,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_141836\audit\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_141836\audit\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_141836\audit\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_142343\audit\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_142343\audit\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_CONCURRENCY_V3_20260303_142343\audit\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\createprocess_trap.jsonl,jsonl,11,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\engine_daily_metrics_20260302.json,json,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\engine_daily_metrics_20260303.json,json,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_DIAG_PAPER_20260303_134740\unzipped\logs_tail\spawn_trap.jsonl,jsonl,11,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135009\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135009\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135009\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135642\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135642\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_135642\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140242\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140242\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140242\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140756\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140756\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_140756\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_141438\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_141438\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_TEST_PAPER_V2_20260303_141438\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\createprocess_trap.jsonl,jsonl,11,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\engine_daily_metrics_20260302.json,json,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\engine_daily_metrics_20260303.json,json,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\SI_VALIDATE_PAPER_20260303_134621\logs_tail\spawn_trap.jsonl,jsonl,11,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\meta_events.jsonl,jsonl,14,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STAB_GATE_BUNDLE_20260304_205557\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\meta_events.jsonl,jsonl,14,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210222\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\meta_events.jsonl,jsonl,14,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_20260304_210724\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\meta_events.jsonl,jsonl,14,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_FINAL_20260304_222610\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\meta_events.jsonl,jsonl,14,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STABILITY_40M_V2_20260304_211536\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STANDARD_EVIDENCE_BUNDLE_20260304_075735\audit\key_hashes.csv,csv,12,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STANDARD_EVIDENCE_BUNDLE_20260304_080031\audit\key_hashes.csv,csv,12,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STANDARD_EVIDENCE_BUNDLE_20260304_080031\audit\locks\paper_locks.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\STRATEGY_KILL_SWITCH_V1_20260303_173947\enabled_sids.json,json,1,2,1,timestamp
